user_id,item_id,time
524,1,1237742711
525,1,1112382314
528,1,1072889041
529,1,1164877278
533,1,1178264402
534,1,832695146
541,1,1285904114
544,1,1100185868
550,1,1166463862
555,1,1391374847
559,1,1354896402
560,1,1493673635
561,1,1285904383
562,1,1054780151
567,1,1453924635
570,1,1534591722
572,1,1455617692
573,1,1329983916
579,1,837155543
580,1,838932132
584,1,1053336453
587,1,856883450
590,1,1150143043
596,1,1056907734
597,1,1498510689
599,1,1105649882
600,1,1355198436
601,1,1469654099
603,1,1181007958
604,1,1167791547
605,1,1114839396
606,1,997810980
607,1,1312508255
608,1,1027524144
609,1,1460182198
610,1,1464267335
0,2,974938142
6,2,1434395002
8,2,1058456459
18,2,1158534053
19,2,965705725
20,2,1474295465
21,2,1033175858
27,2,1042822234
51,2,1057854932
62,2,1459367700
68,2,1348534106
82,2,1112151181
91,2,858772565
93,2,844163204
94,2,1094877013
103,2,1469675818
104,2,851609788
107,2,1493845955
112,2,1171361451
117,2,848487280
122,2,1494207085
125,2,1258417967
135,2,1494071433
140,2,1285905419
144,2,997813741
149,2,1065991838
153,2,1421374623
160,2,1100186048
169,2,1518380659
177,2,1447002086
186,2,939137021
202,2,1378491506
217,2,944488906
219,2,1127128655
221,2,1435995794
222,2,1502223415
226,2,1039360590
230,2,1186161950
232,2,944898646
240,2,1377476594
249,2,1419025398
259,2,1186163199
274,2,971812827
276,2,1537158449
284,2,1141159120
288,2,1452052151
294,2,845475880
298,2,1268298253
299,2,941211523
304,2,1356439241
305,2,1468113211
307,2,1100291823
308,2,1521398267
318,2,1476476089
321,2,832081105
322,2,1258426881
323,2,1500370345
330,2,845285951
347,2,1207500104
353,2,961439379
357,2,1460954438
359,2,1268726866
373,2,1034138384
380,2,1206302799
381,2,1167790447
395,2,1100803401
411,2,1277095803
414,2,1039396588
425,2,1525548718
426,2,1155066817
432,2,1203267730
434,2,1419794804
436,2,848486962
446,2,1500701943
447,2,1057590671
448,2,1256144465
458,2,1473705521
470,2,1535709608
474,2,1489796748
475,2,1520233572
476,2,1161520706
477,2,1049079320
480,2,945079956
482,2,966597476
483,2,1229139323
484,2,1493845336
489,2,1179160975
497,2,1095662606
501,2,974925437
512,2,1237857470
517,2,1498516955
523,2,844163870
525,2,1171325929
527,2,1479545627
534,2,1435524805
559,2,845651700
561,2,1436000029
563,2,1240092818
566,2,974938303
570,2,1008691259
573,2,1529899519
586,2,1450094234
590,2,980051546
592,2,1526947558
594,2,1515160733
599,2,1033174442
600,2,966634240
602,2,1043177200
604,2,1186264727
605,2,1139102246
608,2,1042821962
1,3,1533872246
6,3,1430507690
19,3,1440871964
32,3,1136978642
42,3,1356220123
43,3,1469650227
44,3,835642917
51,3,846533485
58,3,1388124799
64,3,939114687
68,3,1054038185
91,3,1179161454
100,3,994625023
102,3,856883450
116,3,974704498
117,3,1426964791
150,3,1188774042
151,3,1493848609
169,3,1186162117
179,3,1112712344
217,3,1520409551
226,3,953926816
240,3,1171932377
269,3,965939614
270,3,1206942933
288,3,1498513719
289,3,959896120
294,3,1346757874
302,3,1204859796
307,3,974943209
308,3,850467408
321,3,983031727
330,3,845475863
337,3,1021412001
368,3,1529751931
410,3,1164622075
414,3,1049077392
448,3,1285905286
456,3,941641622
470,3,1229886342
477,3,1158535903
480,3,1440669123
492,3,1034139038
501,3,1342826832
544,3,1221158237
552,3,1158533839
555,3,1234057118
588,3,1516143997
590,3,1348612089
594,3,1186172556
599,3,971115443
608,3,1112711168
6,4,1494211968
14,4,964981680
84,4,1282588674
162,4,1179160557
262,4,1264910957
411,4,1312509085
600,4,1345843364
6,5,1425351824
31,5,1446863383
43,5,1229888219
45,5,1009691873
58,5,1487958689
66,5,1498503991
68,5,1435525281
84,5,945965737
103,5,965335945
107,5,1157919871
111,5,1294941607
117,5,1346527752
120,5,1237947806
121,5,1333843543
147,5,961517975
150,5,1231537081
169,5,965334034
170,5,1487953156
181,5,1234853160
200,5,835643759
229,5,1158531902
269,5,1295912383
270,5,1033176108
276,5,1159980612
288,5,1158535536
321,5,1453051472
337,5,1407617697
353,5,1172031001
389,5,974924502
402,5,1200944912
414,5,847718745
437,5,974912495
448,5,1161520171
451,5,1478454841
456,5,1385823772
458,5,1106483063
470,5,1535708361
474,5,1009692826
483,5,1476478793
489,5,1041613291
490,5,1447560530
492,5,1221158148
501,5,1482942247
509,5,1005527784
521,5,965707576
561,5,1498514053
590,5,986172455
600,5,1269572172
604,5,1386690088
1,6,836961038
6,6,845556340
11,6,1234788938
18,6,964981855
23,6,1498528806
24,6,1186257663
28,6,1533872643
32,6,1514238092
44,6,1277176881
45,6,852404444
57,6,1428649983
62,6,1306801879
64,6,1415577027
68,6,945079301
79,6,1498526344
82,6,1059427762
84,6,1494084460
91,6,1469677758
102,6,832058897
105,6,1117161817
109,6,1493846754
112,6,1423222406
117,6,845555265
121,6,1118246808
140,6,1054782306
150,6,1163921068
160,6,1117491337
166,6,1077069129
181,6,1527542476
182,6,1460325299
191,6,1342297881
195,6,1494212086
199,6,1459795615
202,6,963079469
217,6,961518277
219,6,1127128598
220,6,994038887
239,6,999708209
244,6,1234789441
266,6,1526207027
269,6,836488862
270,6,986173307
274,6,845555046
282,6,1035415942
286,6,1435525414
294,6,1142665383
297,6,1267238654
305,6,963178342
308,6,1207500116
312,6,1453032901
313,6,1019480788
314,6,1459787998
317,6,1034135357
318,6,1498504377
325,6,1295933110
336,6,1391736608
337,6,853938014
339,6,1179162080
353,6,1138498639
362,6,1514238688
368,6,1275162862
372,6,1042822138
373,6,1354896027
380,6,1101397732
385,6,1479542861
386,6,975212199
389,6,1011207140
391,6,1424020656
400,6,1237760993
414,6,1285904497
425,6,1161519697
434,6,1386694447
437,6,849122370
438,6,1421374411
444,6,1469654237
451,6,1055896066
469,6,1519147403
470,6,1342228838
474,6,1030555541
480,6,1520408965
486,6,1288866396
492,6,1158535743
493,6,838994173
501,6,1515160736
521,6,1498510384
524,6,1460183480
532,6,1286644635
553,6,1458943785
559,6,1460135832
561,6,1435525284
573,6,965319070
577,6,1055953844
580,6,1453924231
588,6,971277319
590,6,1154721901
592,6,1428574579
597,6,939884805
599,6,1430507744
602,6,1204047764
603,6,1352671778
604,6,1112713530
610,6,1494080359
6,7,1447563525
14,7,1067987021
19,7,1234787643
31,7,836436499
32,7,1171428530
33,7,1464198296
42,7,966634216
43,7,1221158687
45,7,1171493899
51,7,1171363179
58,7,1331560512
68,7,1535708571
71,7,1117415647
84,7,1350912018
90,7,1054569073
95,7,965709172
117,7,1488333229
150,7,1491090897
169,7,834073098
177,7,1498515263
179,7,977610040
181,7,845556119
188,7,971619579
199,7,944924329
206,7,841503656
257,7,1093747322
262,7,838994626
270,7,1233957324
276,7,1487956081
280,7,1468051988
286,7,1535708292
304,7,1001666589
314,7,832451461
337,7,1230931924
350,7,1284686435
411,7,1391354095
414,7,1460135955
451,7,1046741758
470,7,1207502891
474,7,1111175999
489,7,953610338
492,7,974942952
498,7,974709531
501,7,962371845
510,7,1494291540
513,7,1491088175
521,7,1105654624
529,7,1013396622
541,7,975828314
566,7,1105649800
597,7,978747598
599,7,847434961
600,7,1237748099
606,7,945173602
0,8,974938321
6,8,1498429644
20,8,1459787995
43,8,963180041
274,8,1173845733
372,8,1435523615
414,8,1494211888
436,8,959896167
501,8,900872507
151,9,1009691859
179,9,1460366386
217,9,1516151609
269,9,962560253
270,9,1353800871
337,9,1520409344
353,9,1440669064
364,9,1230931171
389,9,1494036132
402,9,1421375129
428,9,1431970091
437,9,1230929287
456,9,1378498387
464,9,1234341008
492,9,1178294456
599,9,949667094
6,10,1290764985
8,10,1435993644
11,10,1450452543
19,10,1535827361
21,10,1237716028
26,10,1237759355
31,10,1435526185
34,10,1435524505
42,10,1173442414
43,10,1318337796
46,10,1042841689
56,10,1258422511
57,10,1498511777
59,10,1215897640
63,10,1275958465
68,10,969754683
81,10,1515161436
82,10,1167789886
84,10,1154723676
91,10,1161849782
93,10,1179178648
94,10,1167377804
99,10,1033176215
104,10,941641622
117,10,1171228952
119,10,1446856646
136,10,1515196147
144,10,1518327021
160,10,1210018338
166,10,1095688150
170,10,1520409487
173,10,1529899290
174,10,1491094791
176,10,1112718166
178,10,953925774
181,10,1034687044
182,10,1180012232
186,10,1534551265
192,10,961514985
195,10,1269832479
200,10,1242290303
202,10,964539723
208,10,1105668653
217,10,1200939674
219,10,1292695020
220,10,1052743248
226,10,1195349012
229,10,864941017
232,10,1429127156
235,10,1467644043
240,10,990909672
243,10,979470183
244,10,1475668755
248,10,1333022871
262,10,1174696100
274,10,1094939333
282,10,1157919926
284,10,845470737
288,10,1393541905
292,10,1258419577
294,10,1491091216
301,10,1519183940
304,10,1534591646
307,10,1424349176
313,10,1171754710
314,10,1030476374
322,10,1171492410
331,10,1526207987
334,10,1285905440
340,10,1494528673
347,10,1525289661
349,10,1197272104
353,10,978823482
354,10,1158534646
361,10,1053069816
368,10,944900489
372,10,1428574636
376,10,1342366159
380,10,1171826872
385,10,858772760
386,10,955941385
387,10,1412437686
391,10,1132473420
395,10,1072572264
408,10,1307905898
411,10,1112716885
414,10,840875801
419,10,939715414
425,10,1340989523
434,10,1395827260
438,10,1513132264
441,10,1215898530
446,10,1340347438
447,10,963872764
448,10,1494211157
452,10,1354146995
453,10,1285905558
458,10,957647369
462,10,1066666956
469,10,1474591943
470,10,1263527188
476,10,1039367889
480,10,1111623841
483,10,1034138101
485,10,1445546520
486,10,1155051787
489,10,1012506009
498,10,1347605461
501,10,1176751745
517,10,1179177639
520,10,1197407444
522,10,1493089778
524,10,1332774937
531,10,1520409581
534,10,1237857077
541,10,1015374724
557,10,1430616903
559,10,1179166063
566,10,1342298454
569,10,965702940
570,10,1529284254
573,10,953140530
580,10,992331540
584,10,1498516724
588,10,1498504243
590,10,1047044056
592,10,1459787995
597,10,1030475828
599,10,1285905431
602,10,1423222433
608,10,1095662884
609,10,961596071
6,11,1476480391
8,11,978467899
33,11,1413628660
35,11,940380499
38,11,834987672
42,11,1039367938
43,11,1170485658
45,11,1066639587
56,11,1177506842
57,11,866904159
68,11,1200949130
84,11,996440991
89,11,1157472115
94,11,961514795
100,11,1523216487
107,11,835875690
109,11,1421373686
113,11,1112382264
117,11,993483028
121,11,841505180
140,11,1498518686
156,11,1110230652
169,11,840875538
174,11,1116256886
177,11,840907462
181,11,1047055051
199,11,1494071292
201,11,911772309
202,11,1440773438
235,11,1164877266
239,11,1221148002
263,11,1039362670
290,11,940420695
304,11,1458585307
314,11,1019138711
322,11,1371162628
345,11,1181007918
347,11,1468113965
353,11,1008263469
357,11,1019584576
372,11,1039398818
373,11,838143589
387,11,1111757693
404,11,1204863861
410,11,1435978328
411,11,839536920
414,11,966900772
438,11,1117491164
446,11,1178981891
455,11,974938755
469,11,1415470298
474,11,1327181441
476,11,1171233978
489,11,1112711279
500,11,963179791
501,11,1377391406
514,11,1024664534
530,11,1230929741
541,11,945967115
566,11,963178746
570,11,953140626
579,11,1459787999
587,11,965711128
590,11,965335868
594,11,1435719548
597,11,1132423135
599,11,1143424596
602,11,836435856
606,11,1194740802
607,11,1237708683
19,12,1316391483
44,12,975076228
120,12,953609857
151,12,1117503948
217,12,1522614739
273,12,955941385
274,12,843406748
276,12,1513989990
288,12,1200940214
294,12,1520206302
337,12,1094309519
350,12,1033173275
351,12,1186087037
380,12,1017364534
448,12,1525548444
492,12,1121467278
524,12,1005965478
571,12,971273222
599,12,996218348
6,13,1364994643
19,13,1370377729
20,13,1275957577
288,13,1098974661
304,13,1494035743
328,13,1458636484
476,13,1478451779
509,13,965796140
84,14,1535708665
90,14,1128977161
109,14,1476476915
182,14,852713251
206,14,1218041992
270,14,1333232951
302,14,991328111
337,14,961519093
372,14,1368894071
385,14,1307416504
437,14,902085141
470,14,974923318
474,14,1447007463
492,14,1179165120
521,14,1118246945
544,14,1217676368
602,14,1043382068
604,14,1230932254
6,15,1513132073
19,15,1348626973
93,15,1198614182
136,15,1178911145
284,15,1473882005
314,15,1242031255
414,15,1204863817
501,15,1196304624
541,15,997156781
559,15,1031080831
592,15,1447518037
599,15,1201902133
606,15,953610986
6,16,1493848011
18,16,1498527190
28,16,847655899
42,16,1516141234
61,16,1264793973
64,16,1111487713
68,16,978748483
88,16,1487956882
91,16,851609788
100,16,1459788628
103,16,859721103
105,16,1368896421
109,16,986173244
111,16,1186161849
112,16,941641183
121,16,1519351364
136,16,839537372
162,16,1305696726
177,16,1342298647
181,16,1529333384
182,16,1030475484
187,16,1108950841
191,16,1112716922
195,16,1447562910
201,16,1009691164
226,16,1537158150
239,16,1319295091
240,16,980051499
257,16,1436083333
261,16,1218037000
266,16,1520409339
274,16,953927908
282,16,1525549351
287,16,1520234039
289,16,836960825
298,16,857653240
303,16,1205649606
305,16,1460136657
307,16,874416493
310,16,1298593183
311,16,1516152850
312,16,1095662808
317,16,1260905480
330,16,962685711
332,16,1161620653
337,16,975692427
339,16,1478197208
357,16,836941260
362,16,1430365205
368,16,1009692632
372,16,1112713811
373,16,1047054536
380,16,1111489747
385,16,1460135294
386,16,953925933
405,16,1043176065
413,16,1180445811
414,16,1341798492
427,16,1332775009
437,16,1490115555
444,16,1517440338
446,16,1435890760
448,16,1270604385
453,16,1493420875
462,16,1356277274
464,16,1117415687
474,16,1055155548
480,16,1530817789
482,16,1498526938
483,16,1377477464
501,16,1461562465
510,16,1321766218
514,16,1260909363
553,16,1158532130
580,16,1485020411
585,16,1112711175
588,16,1459368601
599,16,832670399
602,16,839463470
603,16,1498510491
608,16,1352672471
610,16,1230060255
6,17,1436101323
31,17,1413404959
33,17,1498517013
38,17,1165539986
40,17,961517591
54,17,1259707801
68,17,1421373894
71,17,940383511
84,17,1123891919
90,17,1283877039
94,17,1033175331
100,17,1315335343
112,17,975598722
117,17,1498528374
132,17,848487003
144,17,1043176840
156,17,1135663910
162,17,1270605001
166,17,1518812734
173,17,1489016787
182,17,1439885073
191,17,1435524395
198,17,1201902164
206,17,1537099392
214,17,1469655261
227,17,839537308
246,17,1525552727
262,17,832059585
263,17,1091809459
266,17,1172040489
270,17,1179178869
275,17,1237082247
288,17,1105670749
301,17,990910025
302,17,978748308
304,17,1479071238
314,17,974924662
323,17,1258422411
337,17,1182910339
346,17,976120215
350,17,1220235727
357,17,1195976321
389,17,1058456918
404,17,1493848985
412,17,1021645019
414,17,1197190324
437,17,841107393
445,17,1328145445
446,17,860397176
451,17,1054147453
474,17,1498516800
488,17,843839290
489,17,1180012480
501,17,1460518900
509,17,1446856280
517,17,1117505153
566,17,1087571213
572,17,1112208843
579,17,845469500
590,17,965425244
594,17,941730202
597,17,1019563932
599,17,1032283397
600,17,1468051362
603,17,1001975877
604,17,1172969508
606,17,1447563397
44,18,1081911299
66,18,1192499711
68,18,1049079502
95,18,1218040907
103,18,1181477555
109,18,1095662272
179,18,1336413269
182,18,1451081714
256,18,1355185412
295,18,974668617
307,18,1076825922
318,18,1516151905
380,18,1260653345
414,18,1057526118
483,18,1348435815
489,18,1112717738
501,18,1258419808
521,18,945669205
599,18,1106854958
606,18,1352671954
6,19,1493667822
14,19,1328287926
19,19,1179563608
21,19,974942420
40,19,904510428
42,19,1111489915
45,19,946223238
56,19,1229140656
58,19,1536872838
64,19,941640433
66,19,1025523354
68,19,1146448082
91,19,1335232826
94,19,1348533329
100,19,1034135655
103,19,1435537393
112,19,1316196847
117,19,1161864067
121,19,1428574255
122,19,847656224
136,19,971114703
139,19,1106189446
141,19,1217676710
144,19,1161849151
156,19,954482046
177,19,1447599864
179,19,1498498615
200,19,1218036406
217,19,1207500396
219,19,1435534883
222,19,972621091
226,19,1261623484
229,19,1461352150
240,19,1507743266
249,19,1459787998
274,19,1186161579
276,19,1430507545
280,19,974943016
284,19,1204047923
292,19,1368892062
294,19,1498532875
307,19,1032390019
308,19,1087831602
318,19,1001562812
321,19,1164354874
323,19,1493846886
325,19,1494071552
347,19,837943350
353,19,1261343280
357,19,1524781360
369,19,1186161065
373,19,1435524792
376,19,1027524290
377,19,1423422297
379,19,1179161600
380,19,1114838747
381,19,1234302223
408,19,1237743150
428,19,980051757
432,19,1230931671
438,19,1004408501
448,19,1364932717
470,19,1491091655
475,19,1347613115
477,19,1453925299
480,19,1172031117
483,19,842610304
489,19,1229140058
495,19,976137780
497,19,1466277768
509,19,1064171891
520,19,1448749484
524,19,1159980720
534,19,996219340
541,19,848993627
552,19,1111177904
555,19,1301727656
559,19,990728445
565,19,975212451
584,19,1179159577
590,19,1510572833
592,19,1230928774
599,19,1009693935
600,19,1441846398
602,19,1055154169
604,19,1520408413
606,19,1200824370
608,19,1112151110
78,20,1112718172
199,20,1391735325
217,20,844163037
239,20,940361613
249,20,1179163503
274,20,1181334564
284,20,1511719000
326,20,1054038283
386,20,1316391535
448,20,986934819
464,20,941211442
501,20,1460134079
524,20,1469652480
588,20,1306464189
599,20,1180224597
4,21,1209233868
5,21,844163615
6,21,1435995955
8,21,1488101314
28,21,1525289052
32,21,946523712
33,21,1419794135
35,21,1298779506
38,21,1221866487
40,21,1435804534
42,21,1446573297
45,21,1177013147
54,21,1352672641
57,21,1085490356
58,21,992331540
66,21,1234570448
84,21,1469649389
91,21,946216891
94,21,1046741509
102,21,1436563837
109,21,830247865
112,21,1518983181
115,21,1431957585
117,21,975212804
135,21,1019138615
140,21,1167542537
156,21,986172497
181,21,971114462
182,21,1377355043
191,21,1186589297
199,21,1415415722
216,21,1355184544
219,21,1049077115
229,21,1347605286
235,21,1479544451
239,21,860070182
242,21,1463503217
262,21,1044656792
266,21,1186589562
273,21,1344082549
275,21,972622737
284,21,1241824607
288,21,1100803337
294,21,1518381075
301,21,1030945609
302,21,975013481
304,21,1081177909
307,21,996259059
308,21,1105654667
314,21,1216150432
321,21,1455231448
356,21,1521490252
368,21,1202222880
372,21,835643931
373,21,1258783096
379,21,1111472942
380,21,1105715856
385,21,1435995427
386,21,965708217
404,21,1270703101
410,21,1498527995
411,21,1461868102
414,21,1481817648
438,21,1498510290
444,21,996256258
446,21,990188238
448,21,1334587634
453,21,845554987
458,21,1525288037
462,21,1211305558
470,21,1230931047
474,21,1515173514
480,21,1435176599
486,21,959896120
489,21,1135824491
501,21,1058454745
524,21,1177513021
555,21,1194686154
565,21,1391354210
566,21,1320064817
572,21,1327183452
587,21,1137837523
588,21,1494210785
592,21,1502132937
597,21,1491094828
599,21,1533872886
602,21,1167791469
603,21,1435837187
608,21,961517771
6,22,1418063017
42,22,1054147285
58,22,1096505395
64,22,1269123630
91,22,1498522129
99,22,1518168203
121,22,901227554
140,22,1478040775
160,22,1367699194
181,22,974925156
217,22,1518640686
226,22,1112381821
274,22,975827633
297,22,1377309127
307,22,1311207233
314,22,1518198433
323,22,971114178
325,22,1171361068
353,22,1491091303
368,22,874416661
373,22,1430507415
386,22,1043339692
411,22,939716661
414,22,965708098
428,22,1431969791
429,22,1342827795
474,22,1031079589
489,22,1493845798
504,22,1186752484
514,22,1364993985
541,22,1044311093
580,22,991664784
584,22,1498502277
588,22,1468052032
602,22,1019139031
604,22,1447210566
28,23,1109452344
43,23,1518168356
99,23,944898992
102,23,1493845265
136,23,971113953
140,23,1467644119
182,23,1352671284
239,23,941591604
274,23,1171428366
314,23,1525548495
414,23,1348611606
464,23,1474432471
483,23,1121724734
524,23,859720978
599,23,1430366010
604,23,1382469793
6,24,1290764821
32,24,1287399477
71,24,1483193837
111,24,1087476689
181,24,1460564615
198,24,1308084157
201,24,1141158928
234,24,1266472734
263,24,840875594
266,24,1119562001
274,24,1306463708
290,24,1161521068
307,24,1453664029
321,24,963179585
337,24,965314563
342,24,941591926
414,24,1450867862
474,24,832449365
477,24,966595355
479,24,953925933
483,24,850763267
518,24,1430996944
555,24,1413645974
591,24,1054038216
592,24,845925615
599,24,1258421023
600,24,1498514374
608,24,1215872289
6,25,831940313
14,25,1186163108
31,25,1186087471
32,25,1447599745
33,25,1039395775
36,25,963079469
64,25,1009691078
68,25,1115083442
84,25,1059428078
90,25,1458637040
91,25,1455050059
95,25,1459570730
108,25,1461411036
109,25,1335214611
112,25,1172757934
113,25,1093747788
118,25,1054038189
121,25,1269465509
144,25,1261343316
150,25,996213931
156,25,1005968155
171,25,1204859699
178,25,1342297811
181,25,1458635395
182,25,1485656079
187,25,1250200353
191,25,1095331259
195,25,963079420
198,25,1491090933
199,25,1178981120
201,25,965336905
206,25,1095712971
214,25,901200233
235,25,1208743388
262,25,1348497326
265,25,997199552
269,25,1112382098
270,25,1468051258
275,25,1493932097
282,25,860070306
290,25,1521467856
302,25,1267474280
305,25,1172441052
308,25,1493473951
330,25,1171428391
337,25,1459787996
353,25,1391736746
372,25,1346758371
373,25,965798806
385,25,864941118
386,25,1117408311
389,25,1422640363
391,25,1105396543
402,25,955943501
405,25,1368209995
414,25,1482548755
432,25,1030827179
437,25,840305912
446,25,1431969093
451,25,1498515819
462,25,1498516032
464,25,1460184332
474,25,979469872
501,25,1250341758
521,25,1072058395
524,25,943570784
552,25,1106635640
566,25,1007995101
570,25,1435992559
580,25,1485390946
588,25,1085490843
589,25,1226209871
602,25,1447411237
603,25,1111487532
604,25,1004409599
607,25,1459788984
6,26,1392503074
32,26,1447598838
40,26,1229889128
68,26,953928381
117,26,974759525
182,26,1179164141
262,26,1354108065
314,26,1054783592
470,26,974924687
474,26,1180564002
483,26,1054568911
488,26,1237713999
599,26,953924781
6,27,990727918
280,27,1099625049
307,27,1332772984
337,27,1460954229
414,27,1460135375
458,27,1059429153
474,27,1196304289
501,27,1108950741
506,27,1048590877
33,28,1491091838
100,28,1367466478
177,28,966596854
246,28,1171733410
262,28,1460564044
474,28,1053624121
509,28,849654417
594,28,965712377
603,28,832003644
605,28,941729029
606,28,834751138
23,29,1234338810
43,29,963178439
66,29,1035415615
91,29,1167791127
95,29,1493420693
132,29,940383474
171,29,1206231764
182,29,975211546
187,29,1365263562
202,29,990062271
221,29,1333842139
246,29,1073680700
253,29,997812337
260,29,1474413424
267,29,1464275372
268,29,961514438
274,29,964983504
287,29,1123892004
295,29,1523216459
313,29,975015867
318,29,999707976
323,29,1346757607
325,29,845299504
330,29,832841003
387,29,1229887073
391,29,1460184199
440,29,1055153274
469,29,1105401213
474,29,1294598525
483,29,1460135409
521,29,1158531974
555,29,1260909160
576,29,1435533674
599,29,830247106
600,29,1219088538
602,29,1447598132
603,29,1519353437
606,29,1218168067
325,30,1053021098
527,30,1055156350
603,30,1032736480
3,31,1146924262
6,31,1194932319
28,31,1055158064
40,31,1301252424
47,31,851608960
58,31,1179162532
68,31,965317938
84,31,1453033062
104,31,1422125150
109,31,955935939
117,31,1435525266
131,31,845553726
159,31,1123373382
162,31,1506394296
181,31,982170225
203,31,1498515672
240,31,1242033046
282,31,1529899259
307,31,1342369337
314,31,874416317
337,31,953928090
362,31,1307417343
372,31,1484439559
387,31,961518556
411,31,840875801
414,31,1161849683
426,31,1494635757
437,31,1009693087
447,31,1326609861
464,31,1179178085
474,31,841449359
479,31,1013394799
483,31,1075765119
518,31,1112712995
534,31,967049087
561,31,1369680698
599,31,1339546383
608,31,1112151446
4,32,1186160992
6,32,1062423064
8,32,1446572246
14,32,1189038374
18,32,845476533
19,32,1258416498
23,32,1518168703
24,32,1085569631
28,32,1435534943
32,32,1054147297
33,32,1491091634
39,32,1119984609
45,32,1525548441
46,32,1333101220
50,32,1454621820
54,32,1032388476
57,32,976120906
58,32,863976287
61,32,947050233
63,32,1112713584
64,32,1111178336
66,32,1092012114
72,32,1377308277
78,32,953142242
80,32,996218757
81,32,1498516682
90,32,1488332586
91,32,1106483398
94,32,990910271
95,32,1436563596
105,32,1240211643
109,32,1505935267
112,32,1446573675
115,32,1288837240
117,32,1217324839
120,32,1206994563
122,32,1158532299
132,32,955943999
133,32,1253767280
135,32,1498030776
144,32,965333831
146,32,1229139783
149,32,964538763
150,32,1439915837
160,32,1435535381
166,32,1105396134
171,32,1527266258
174,32,951170210
179,32,1525285847
182,32,965662075
191,32,866905683
195,32,1493674415
198,32,953928263
201,32,1055154114
202,32,1161521485
206,32,1516140862
219,32,830939505
220,32,831400406
221,32,844163754
222,32,1175329840
226,32,1054569627
227,32,1430507559
235,32,1424546849
237,32,1117675110
239,32,967920162
242,32,1494803559
247,32,847718894
249,32,1447518020
254,32,1049076522
259,32,1520408877
264,32,1485657163
265,32,1346754258
266,32,1491094460
269,32,1493850328
270,32,996258715
271,32,1183000433
273,32,1112382455
274,32,832786406
275,32,1290764853
277,32,1436558703
282,32,1447516858
284,32,1431957032
288,32,1112713266
292,32,965315328
298,32,848993662
302,32,1450452832
303,32,1230931164
304,32,841109119
305,32,1327183469
